Predicted Close
3086.8896
3092.3826
3099.28
3106.05
3112.8826
3120.7703
3128.6582
3137.0664
3144.0088
3149.7488
3155.973
3161.2522
3166.8435
3171.4119
3176.2405
3181.7422
3187.403
3193.7622
3200.8777
3207.9946
3215.14
3221.1897
3228.5867
3236.0996
3243.4094
3250.99
3258.454
3264.988
3271.4597
3278.002
3285.1672
3292.6165
3300.632
3308.564
3317.1223
3325.0166
3333.7424
3343.9375
3349.7688
3354.2925
3354.3733
3356.0015
3355.1118
3353.9126
3353.6873
3353.8086
3353.0784
3351.2014
3347.3428
3341.7017
3337.439
3330.3647
3323.3923
3318.3237
3315.3909
3312.4592
3310.8523
3310.5144
3309.604
3311.046
3311.503
3314.194
3318.3494
3324.1682
3332.545
3340.845
3348.8
3356.611
3364.3613
3370.236
3376.2148
3381.6208
3386.9563
3392.4814
3395.3484
3397.2742
3394.3647
3391.7632
3387.1794
3383.4912
3381.7378
3382.5864
3385.9084
3389.8335
3393.965
3398.754
3405.281
3411.2373
3418.8262
3427.7
3436.0852
3443.102
3450.2917
3456.5283
3462.752
3469.9875
3476.7366
3483.9546
3490.0117
3496.4033
3502.95
3508.977
3516.0146
3522.715
3529.6094
3535.5012
3541.1047
3546.4019
3550.9185
3556.5962
3562.2393
3568.5652
3573.5002
3577.7373
3581.737
3585.9392
3590.7954
3596.3196
3601.5693
3606.6487
3612.3462
3615.6838
3619.1401
3622.334
3626.8425
3632.1516
3636.872
3641.5007
3646.3193
3650.6592
3653.7861
3657.5767
3662.802
3668.1753
3673.2202
3677.9062
3682.4573
3681.9233
3682.6938
3681.3787
3681.7673
3683.9888
3686.9019
3691.5222
3696.9175
3703.5596
3710.3784
3717.2913
3724.2546
3731.6985
3738.9026
3745.7852
3751.711
3757.0613
3760.6738
3763.3774
3766.7454
3766.8962
3765.8232
3766.9187
3767.189
3765.9072
3762.411
3760.926
3759.2988
3759.6965
3761.2043
3764.4194
3768.441
3773.5437
3779.0835
3785.1853
3789.6934
3793.207
3797.85
3801.7778
3805.0122
3808.288
3812.943
3817.4426
3821.532
3825.8098
3830.892
3837.5813
3844.309
3851.292
3858.8176
3867.1267
3875.4336
3883.956
3891.7603
3900.2532
3908.7646
3916.5115
3922.968
3929.781
3935.1174
3941.3462
3947.1475
3952.7349
3957.6875
3962.824
3966.8755
3970.8406
3973.6243
3976.1287
3979.1274
3982.8792
3985.4475
3986.6855
3985.2866
3984.7515
3985.8457
3986.7607
3986.7983
3986.237
3986.7256
3987.511
3989.4539
3991.1978
3993.241
3995.0066
3997.1045
4000.4443
4003.8896
4006.7307
4010.7878
4014.7705
4018.7092
4022.207
4026.0183
4029.9402
4033.9043
4037.3367
4039.825
4041.7
4041.2844
4042.1873
4043.6858
4045.3662
4047.8147
4049.7285
4052.499
4055.8318
4059.6428
4064.9546
4071.2458
4077.186
4083.4446
4088.472
4094.6094
4101.013
4106.9385
4112.7256
4117.766
4121.497
4122.6562
4124.536
4127.046
4129.693
4133.085
4136.614
4139.6904
4142.66
4146.1455
4149.0117
4151.4214
4154.513
4157.083
4160.302
4163.932
4167.3794
4170.8687
4174.6147
4178.8506
4183.3574
4187.931
4191.5493
4193.7104
4195.4497
4197.7783
4200.9146
4204.21
4207.833
4211.0176
4215.169
4219.879
4224.324
4226.7554
4229.725
4232.896
4235.7974
4238.5625
4240.885
4242.3667
4243.7944
4244.528
4245.709
4246.5815
4245.444
4242.3867
4239.2676
4237.1733
4236.419
4236.048
4235.2607
4232.2476
4229.312
4224.879
4220.871
4215.4624
4211.2847
4207.647
4205.23
4203.239
4200.9985
4198.7163
4196.667
4196.6357
4197.8506
4199.836
4203.304
4207.808
4213.1167
4218.767
4225.2656
4232.192
4238.6245
4246.1284
4253.6616
4261.801
4270.256
4279.16
4288.329
4297.7134
4307.0264
4315.678
4322.9077
4329.654
4336.4775
4342.7954
4348.858
4354.108
4359.089
4363.486
4367.0107
4370.212
